title,time_published,relevance_score,sentiment_score,sentiment_label,topics
Trump has been tough on EVs. Now Elon Musk is his best friend and nobody knows how it'll play out.,2024-11-25 10:57:02,0.270373,0.14329,Neutral,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"How Tim Cook's Strategy To Win Over Trump Gave Apple A Competitive Edge, And Why Sundar Pichai, Mark Zuckerberg And Others Might Be Following His Playbook - Apple  ( NASDAQ:AAPL ) , Boeing  ( NYSE:BA ) ",2024-11-25 10:17:52,0.086556,0.20035,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.650727'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}, {'topic': 'Blockchain', 'relevance_score': '0.310843'}]"
"Trump's Commerce Secretary Pick Howard Lutnick's Fund Owns $1.19B In Nvidia, $804M In Tesla: Here Is A Look At His Portfolio - GCM Grosvenor  ( NASDAQ:GCMG ) , SPDR S&P Bank ETF  ( ARCA:KBE ) ",2024-11-25 10:00:19,0.420083,0.291775,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.818451'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]"
"Elon Musk's Tesla Hunts Top Talent To Develop Software For Robotaxi, Optimus Robot Teleoperation - Tesla  ( NASDAQ:TSLA ) , Lyft  ( NASDAQ:LYFT ) ",2024-11-25 09:56:20,0.36472,0.388614,Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.158519'}, {'topic': 'Earnings', 'relevance_score': '0.108179'}]"
Zacks Investment Ideas feature highlights: Tesla and Amazon,2024-11-25 07:33:00,0.316439,0.440387,Bullish,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.961735'}]"
"Tesla, Rivian Signal End To 4-Year Legal Battle Over Alleged Trade Secrets Theft - Tesla  ( NASDAQ:TSLA ) , Rivian Automotive  ( NASDAQ:RIVN ) ",2024-11-25 06:17:10,0.855759,0.261783,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Gary Black Defends Tesla Trim At $351: 'No One Ever Went Broke By Taking Profits' Amid Stock's 150% Surge Since April - The Future Fund Active ETF  ( ARCA:FFND ) , Salesforce  ( NYSE:CRM ) ",2024-11-25 05:42:08,0.84827,-0.202661,Somewhat-Bearish,"[{'topic': 'Financial Markets', 'relevance_score': '0.990999'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
Should You Buy Archer Aviation Stock Below $5?,2024-11-24 23:06:00,0.046816,-0.082421,Neutral,"[{'topic': 'Financial Markets', 'relevance_score': '0.266143'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.796627'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}]"
Musk's Net Worth Tops One-Third of a Trillion Dollars - Tesla  ( NASDAQ:TSLA ) ,2024-11-24 19:30:15,0.639128,0.724928,Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.266143'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Larry Page, Google Co-Founder, Said He'd Leave His Fortune To Elon Musk Over Charity Because Of His Plans 'To Go To Mars To Back Up Humanity'",2024-11-24 17:00:17,0.210731,0.220836,Somewhat-Bullish,"[{'topic': 'IPO', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]"
More Great News for Lucid Heading Into 2025. Is It a Buy Now?,2024-11-24 15:00:00,0.259037,0.047099,Neutral,"[{'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
GM Slashes Workforce In Anticipation Of Economic Challenges - What's Next For The Auto Giant?,2024-11-24 13:00:35,0.351392,0.293707,Somewhat-Bullish,"[{'topic': 'Finance', 'relevance_score': '0.333333'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'IPO', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.310843'}]"
CMG LAWSUIT NOTICE: Chipotle Mexican Grill Investors are Notified of the Upcoming January 10 Deadline in Class Action Lawsuit - Contact BFA Law  ( NYSE:CMG )  - Chipotle Mexican Grill  ( NYSE:CMG ) ,2024-11-24 12:19:00,0.072876,0.159856,Somewhat-Bullish,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.684621'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
ASML LAWSUIT NOTICE: ASML Holding N.V. Investors are Notified of the Upcoming January 13 Deadline in Class Action Lawsuit - Contact BFA Law  ( NASDAQ:ASML )  - ASML Holding  ( NASDAQ:ASML ) ,2024-11-24 12:18:00,0.071784,0.159627,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.684621'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.451494'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
EW LAWSUIT NOTICE: Edwards Lifesciences Investors are Notified of the Upcoming December 13 Deadline in Class Action Lawsuit - Contact BFA Law  ( NYSE:EW )  - Edwards Lifesciences  ( NYSE:EW ) ,2024-11-24 12:18:00,0.068896,0.159092,Somewhat-Bullish,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.538269'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
EVLV LAWSUIT NOTICE: Evolv Technologies Investors are Notified of the Upcoming December 31 Deadline in Class Action Lawsuit - Contact BFA Law  ( Nasdaq:EVLV )  - Evolv Technologies  ( NASDAQ:EVLV ) ,2024-11-24 12:18:00,0.067347,0.158848,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.77141'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.214378'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}]"
PACS LAWSUIT NOTICE: PACS Group Investors are Notified of the Upcoming January 13 Deadline in Class Action Lawsuit - Contact BFA Law  ( NYSE:PACS )  - PACS Group  ( NYSE:PACS ) ,2024-11-24 12:18:00,0.063763,0.158398,Somewhat-Bullish,"[{'topic': 'IPO', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.918141'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}, {'topic': 'Earnings', 'relevance_score': '0.310843'}]"
ACHC LAWSUIT NOTICE: Acadia Healthcare Investors are Notified of the Upcoming December 16 Deadline in Class Action Lawsuit - Contact BFA Law  ( Nasdaq:ACHC )  - Acadia Healthcare Co  ( NASDAQ:ACHC ) ,2024-11-24 12:18:00,0.059636,0.158086,Somewhat-Bullish,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.858979'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
TD LAWSUIT NOTICE: TD Bank Investors are Notified of the Upcoming December 23 Deadline in Class Action Lawsuit - Contact BFA Law  ( NYSE:TD )  - Toronto-Dominion Bank  ( NYSE:TD ) ,2024-11-24 12:14:00,0.082963,0.162622,Somewhat-Bullish,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.684621'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
ELAN LAWSUIT NOTICE: Elanco Animal Health  ( ELAN )  Investors are Notified of the Upcoming December 6 Deadline in Class Action Lawsuit - Contact BFA Law  ( NYSE:ELAN )  - Elanco Animal Health  ( NYSE:ELAN ) ,2024-11-24 12:14:00,0.074692,0.160267,Somewhat-Bullish,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.538269'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
ZETA BREAKING NEWS: BFA Law Announces that Zeta Global Holdings has been Sued for Securities Fraud - Investors with Losses Urged to Contact the Firm  ( NYSE:ZETA )  - Zeta Global Holdings  ( NYSE:ZETA ) ,2024-11-24 12:11:00,0.073321,0.159953,Somewhat-Bullish,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.796627'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
Goldman Sachs says these 11 stocks are next in line to benefit from the AI wave as Magnificent 7 dominance starts to fade,2024-11-24 10:07:02,0.061159,0.072279,Neutral,"[{'topic': 'Financial Markets', 'relevance_score': '0.972756'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.998932'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]"
"Could Investing $10,000 in QuantumScape Make You a Millionaire?",2024-11-24 10:04:00,0.042048,0.051465,Neutral,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]"
"Meet the FAANG Stock That Has Quietly Outperformed Every ""Magnificent Seven"" Stock -- Except One. It Still Has Plenty of Upside, According to a Certain Wall Street Analyst.",2024-11-24 10:03:00,0.039033,0.122431,Neutral,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.996023'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.990893'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
Chinese EV makers are not doing quite as well as you might think,2024-11-24 10:02:01,0.117486,-0.208786,Somewhat-Bearish,"[{'topic': 'Earnings', 'relevance_score': '0.838487'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
This Dividend King Is on Track to Join the $1 Trillion Club. Is It a Buy?,2024-11-23 23:30:00,0.057079,0.068938,Neutral,"[{'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.929393'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Earnings', 'relevance_score': '0.997902'}]"
"""I Knew If I Bought a Sink"": What Does Elon Musk's Cryptic Tweet Mean?",2024-11-23 20:45:25,0.183895,0.0,Neutral,"[{'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Tesla Cybertruck Part Of Donald Trump's Motorcade, Will Vehicle Land Government Deals? - Tesla  ( NASDAQ:TSLA ) ",2024-11-23 18:30:16,0.605937,0.363172,Bullish,"[{'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Musk Tweet Sparks Dogecoin Surge, Fuels Speculation On X Payments",2024-11-23 18:00:21,0.112008,0.352858,Bullish,"[{'topic': 'Blockchain', 'relevance_score': '0.310843'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Judge Rejects SEC Bid to Penalize Musk Over Missed Deposition - Tesla  ( NASDAQ:TSLA ) ,2024-11-23 17:00:31,0.086245,0.019156,Neutral,"[{'topic': 'Financial Markets', 'relevance_score': '0.538269'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Coinbase, MicroStrategy, Nvidia, e.l.f. Beauty - And Dogecoin Millionaire Predicts 2025 Meme Kings: Bulls And Bears",2024-11-23 16:00:20,0.118354,0.079794,Neutral,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.365926'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.614606'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]"
How Much Will Apple Pay Out in Dividends in 2025?,2024-11-23 12:50:00,0.122269,0.11301,Neutral,"[{'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]"
"Nio Stock: Buy, Sell, or Hold?",2024-11-23 10:55:00,0.059636,0.028993,Neutral,"[{'topic': 'IPO', 'relevance_score': '0.451494'}, {'topic': 'Financial Markets', 'relevance_score': '0.459462'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}, {'topic': 'Earnings', 'relevance_score': '0.744043'}]"
Nvidia's Blackwell Launch Is on the Way. 3 Things You Need to Know.,2024-11-23 08:35:00,0.051886,-0.021827,Neutral,"[{'topic': 'Financial Markets', 'relevance_score': '0.360215'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.938793'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
Should You Buy Lucid Motors While It's Below $2.50?,2024-11-23 08:06:00,0.208166,-0.058895,Neutral,"[{'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.962106'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
Elon Musk's SpaceX Secures New Moon Mission Contract After Starship's Successful 6th Test Flight - Destiny Tech100  ( NYSE:DXYZ ) ,2024-11-23 07:28:01,0.091162,0.19717,Somewhat-Bullish,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
Elon Musk's SpaceX Secures New Moon Mission Contract After Starship's Successful 6th Test Flight - Destiny Tech100  ( NYSE:DXYZ ) ,2024-11-23 07:27:44,0.091162,0.19717,Somewhat-Bullish,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
Dogecoin Barks Again After Fresh Elon Musk Speculation,2024-11-22 21:38:39,0.098659,0.084628,Neutral,"[{'topic': 'Blockchain', 'relevance_score': '0.158519'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Why Tesla Stock Ended the Week on a High Note,2024-11-22 19:29:58,0.874135,0.284619,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Opportunities For Investors As AI Frenzy Shifts From Semiconductors To Software - Apple  ( NASDAQ:AAPL ) ,2024-11-22 18:56:34,0.092748,0.21481,Somewhat-Bullish,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.999954'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]"
The West Coast Customs Experience and Monterey Motorsports Festival Concours Bring Unique Exhibition Features to the 2024 Los Angeles Auto Show,2024-11-22 18:44:00,0.04161,0.065072,Neutral,"[{'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
How Elon Musk's plan to slash government agencies and regulation may benefit his empire,2024-11-22 16:50:42,0.120431,0.026894,Neutral,"[{'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Tesla  ( TSLA )  Up 30.4% Since Last Earnings Report: Can It Continue?,2024-11-22 16:31:09,0.447528,0.270857,Somewhat-Bullish,"[{'topic': 'Earnings', 'relevance_score': '0.976671'}, {'topic': 'Financial Markets', 'relevance_score': '0.413559'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Honda Builds Demonstration Production Line for Solid-State Batteries,2024-11-22 15:58:00,0.155954,0.025094,Neutral,"[{'topic': 'Earnings', 'relevance_score': '0.77141'}, {'topic': 'Financial Markets', 'relevance_score': '0.158519'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Copart Q1 Earnings Match Expectations, Revenues Increase Y/Y",2024-11-22 15:40:00,0.172713,0.026861,Neutral,"[{'topic': 'Earnings', 'relevance_score': '0.986564'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
Unpacking the Latest Options Trading Trends in Tesla - Tesla  ( NASDAQ:TSLA ) ,2024-11-22 14:49:58,0.746257,0.358199,Bullish,"[{'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.955357'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Market Clubhouse Morning Memo - November 22nd, 2024  ( Trade Strategy For SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META And TSLA )  - Alphabet  ( NASDAQ:GOOGL ) , Apple  ( NASDAQ:AAPL ) ",2024-11-22 14:48:43,0.151922,-0.095953,Neutral,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.623304'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
Thinking of Buying Archer Aviation Stock? 3 Things You Should Know,2024-11-22 14:30:00,0.058903,0.039004,Neutral,"[{'topic': 'Financial Markets', 'relevance_score': '0.684621'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.25'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]"
MicroStrategy Rebounds Slightly After 16% Drop: Can $100K Bitcoin Still Drive Growth? Trump Taps Ex-Florida AG Pam Bondi For DOJ After Gaetz Backs Out - Top Headlines Today While US Slept,2024-11-22 14:08:47,0.113866,0.0,Neutral,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.796627'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.310843'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Blockchain', 'relevance_score': '0.158519'}]"
"Tesla, Inc.  ( TSLA )  Is a Trending Stock: Facts to Know Before Betting on It",2024-11-22 14:00:15,0.488469,0.221332,Somewhat-Bullish,"[{'topic': 'Earnings', 'relevance_score': '0.999999'}, {'topic': 'Financial Markets', 'relevance_score': '0.54554'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Decoding SIRI's High P/E TTM Ratio: Bargain Buy or Overpriced Risk?,2024-11-22 13:51:00,0.089295,0.152036,Somewhat-Bullish,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.365926'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.972476'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]"
Is ESPN Undisruptable?,2024-11-22 13:37:00,0.007929,0.11565,Neutral,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.999612'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.614606'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]"
